MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI
400;ML-FG-P200;FERT;EA;1.000;1.000;KG
400;MRP_COMP05;HALB;EA;1.000;1.000;KG
400;CH-1440;YQRM;LB;0.000;0.000;
400;400;ROH;EA;0.000;0.000;
400;2335;FERT;EA;0.000;0.000;
400;MC-1456;VOLL;EA;0.018;0.018;KG
400;312;HALB;EA;0.000;0.000;
400;ML-STEEL;ROH;CM2;0.000;0.000;KG
400;DS5_PROD05;FERT;EA;1.000;1.000;KG
400;MR311812;HAWA;EA;0.200;0.200;KG
400;MRP_COMP04;HALB;EA;1.000;1.000;KG
400;2336;FERT;EA;0.000;0.000;
400;401;ROH;EA;0.000;0.000;
400;MC-1457;VOLL;EA;0.018;0.018;KG
400;TG0011;MAT;ST;1.000;0.900;KG
400;MZ-RM-M500-05;ROH;ST;0.000;0.000;
400;DS5_MAT_PG;PROD;EA;0.000;0.000;
400;ML_RM_026;ROH;EA;0.000;0.000;
400;CH-7100;YQBP;LB;0.000;0.000;
400;CH-4210;VERP;EA;0.000;0.800;LB
400;MR314111;HAWA;EA;4.000;4.000;KG
400;402;ROH;EA;0.000;0.000;
400;2337;FERT;EA;0.000;0.000;
400;MZ-RM-M500-04;ROH;ST;0.000;0.000;
400;MC-1425;VOLL;EA;9.000;8.160;KG
400;MZ-RM-E141-01;ROH;EA;0.000;0.000;
400;MZ-TG-Z013;HAWA;EA;0.000;0.000;KG
400;ATP-E201;FERT;EA;15.000;7.000;KG
400;PP-RAW03;ROH;EA;12.000;10.000;KG
400;2338;FERT;EA;0.000;0.000;
400;MR314112;HAWA;EA;4.000;4.000;KG
400;403;ROH;EA;0.000;0.000;
400;MZ-RM-M500-03;ROH;ST;0.000;0.000;
400;MH51623;HC01;EA;0.000;0.000;
400;MZ-FG-E142;FERT;EA;0.000;0.000;
400;840;HALB;EA;0.000;0.000;
400;MC-1426;VOLL;EA;9.000;8.160;KG
400;MRP_COMP03;HALB;EA;1.000;1.000;KG
400;2339;FERT;EA;0.000;0.000;
400;404;ROH;EA;0.000;0.000;
400;MZ-RM-M500-02;ROH;ST;0.000;0.000;
400;MR314162;HAWA;EA;0.200;0.200;KG
400;MR516101005;MODE;ST;0.200;0.200;KG
400;830;HALB;EA;0.000;0.000;
400;MZ-FG-E143;FERT;EA;0.000;0.000;
400;CH-3000;YQBM;LB;1.000;1.000;LB
400;MC-1427;VOLL;EA;9.000;8.160;KG
400;2340;FERT;EA;0.000;0.000;
400;ATP-E203;FERT;EA;15.000;7.000;KG
400;405;ROH;EA;0.000;0.000;
400;MZ-RM-M500-01;ROH;ST;0.000;0.000;
400;192;HALB;EA;0.000;0.000;
400;810;HALB;EA;0.000;0.000;
400;MZ-FG-E122;FERT;ST;35.000.000;20.000.000;KG
400;MRP_COMP02;HALB;EA;1.000;1.000;KG
400;MC-1470;VOLL;EA;81.000;81.000;MG
400;2341;FERT;EA;0.000;0.000;
400;EWM-A42;HALB;EA;1.000;1.000;KG
400;406;ROH;EA;0.000;0.000;
400;MZ-RM-C990-09;ROH;ST;0.000;0.000;
400;335;HALB;EA;0.000;0.000;
400;721;HALB;EA;0.000;0.000;
400;ATP-E205;FERT;EA;15.000;7.000;KG
400;ATP-PROD04;FERT;EA;1.200;1.000;KG
400;2342;FERT;EA;0.000;0.000;
400;MZ-RM-C990-06;ROH;ST;0.000;0.000;
400;MC-1471;VOLL;EA;20.000;20.000;MG
400;407;ROH;EA;0.000;0.000;
400;MH70003;HAWA;BOX;0.000;0.000;
400;712;HALB;EA;0.000;0.000;
400;EWM-A41;HALB;EA;1.000;1.000;KG
400;MR319211;HAWA;EA;0.200;0.200;KG
400;ATP-E207;FERT;EA;15.000;7.000;KG
400;2343;FERT;EA;0.000;0.000;
400;ALY05015U30-01;FERT;ST;10.000;9.000;KG
400;408;ROH;EA;0.000;0.000;
400;ML_RM_249;ROH;EA;0.000;0.000;
400;838;HALB;EA;0.000;0.000;
400;MR314163;HAWA;EA;0.200;0.200;KG
400;ATP-PROD03;FERT;EA;1.200;1.000;KG
400;ATP-E208;FERT;EA;15.000;7.000;KG
400;2344;FERT;EA;0.000;0.000;
400;EWM-A61;HAWA;EA;0.000;0.000;KG
400;MZ-TG-K100;HAWA;ST;1.000;0.900;G
400;409;ROH;EA;0.000;0.000;
400;CH-8814;ERSA;EA;0.000;0.000;
400;ML_RM_250;ROH;EA;0.000;0.000;
400;841;HALB;EA;0.000;0.000;
400;EWM-A42B;HALB;EA;1.000;1.000;KG
400;MR314201;HAWA;EA;0.200;0.200;KG
400;2345;FERT;EA;0.000;0.000;
400;ATP-E209;FERT;EA;15.000;7.000;KG
400;TEST_SHAFT01;ROH;EA;1.000;1.000;KG
400;410;ROH;EA;0.000;0.000;
400;MZ-RM-C990-05;ROH;ST;0.000;0.000;
400;ML_RM_251;ROH;EA;0.000;0.000;
400;842;HALB;EA;0.000;0.000;
400;CH-8806;ERSA;EA;0.000;0.000;
400;DS_RAW104;ROH;EA;12.000;10.000;KG
400;MR314202;HAWA;EA;0.200;0.200;KG
400;ATP-E210;FERT;EA;15.000;7.000;KG
400;411;ROH;EA;0.000;0.000;
400;ETO CONTROL RB;HALB;ST;2.500;2.400;KG
400;2346;FERT;EA;0.000;0.000;
400;ML_RM_252;ROH;EA;0.000;0.000;
400;843;HALB;EA;0.000;0.000;
400;TG0012;MAT;ST;1.000;0.900;KG
400;412;ROH;EA;0.000;0.000;
400;ATP-E212;FERT;EA;15.000;7.000;KG
400;MZ-RM-C990-04;ROH;ST;0.000;0.000;
400;GTS-30002;HALB;ST;0.100;0.100;KG
400;PP-RAW051;ROH;EA;12.000;10.000;KG
400;2347;FERT;EA;0.000;0.000;
400;844;HALB;EA;0.000;0.000;
400;MR314311;HAWA;EA;8.000;8.000;KG
400;ML_RM_253;ROH;EA;0.000;0.000;
400;PPP182_01;FERT;EA;120.000;100.000;KG
400;413;ROH;EA;0.000;0.000;
400;MR321321;HAWA;ST;0.000;0.000;KG
400;LMO-PRD-M121;FERT;EA;0.000;0.000;KG
400;2348;FERT;EA;0.000;0.000;
400;845;HALB;EA;0.000;0.000;
400;DS_RAW102;ROH;EA;12.000;10.000;KG
400;ML_RM_254;ROH;EA;0.000;0.000;
400;MZ-RM-C990-03;ROH;ST;0.000;0.000;
400;415;ROH;EA;0.000;0.000;
400;ETO CONTROL RCU;HALB;ST;2.500;2.400;KG
400;SG-CP01;HALB;ST;0.500;0.450;KG
400;2349;FERT;EA;0.000;0.000;
400;846;HALB;EA;0.000;0.000;
400;ML_RM_255;ROH;EA;0.000;0.000;
400;RM234;ROH;ST;0.500;0.450;KG
400;MR314312;HAWA;EA;8.000;8.000;KG
400;SG24;HALB;CCM;7.000;3.000;KG
400;416;ROH;EA;0.000;0.000;
400;ETO CONTROL GCH;HALB;ST;2.500;2.400;KG
400;CONTRACT_Q;ROH;EA;0.000;0.000;KG
400;2350;FERT;EA;0.000;0.000;
400;MR516101002;MODE;ST;0.200;0.200;KG
400;847;HALB;EA;0.000;0.000;
400;ML_RM_256;ROH;EA;0.000;0.000;
400;PP-RAW021;ROH;EA;12.000;10.000;KG
400;MZ-SG-SP91;HALB;EA;0.000;0.000;
400;462;DIEN;2X;0.000;0.000;
400;ETO CONTROL GB;HALB;ST;2.500;2.400;KG
400;2351;FERT;EA;0.000;0.000;
400;MZ-FG-C990;FERT;ST;15.000;7.000;KG
400;848;HALB;EA;0.000;0.000;
400;YQ_CAMPAIGN;PROD;LB;0.000;0.000;
400;ML_RM_257;ROH;EA;0.000;0.000;
400;SG25;HALB;ST;0.500;0.450;KG
400;PP-FG01;FERT;ST;15.300;14.500;KG
400;130;HALB;EA;0.000;0.000;
400;336;HALB;EA;0.000;0.000;
400;ETO CONTROL RCH;KMAT;ST;2.500.000;2.200.000;KG
400;2352;FERT;EA;0.000;0.000;
400;MZ-TG-E100;HAWA;ST;1.000;0.900;G
400;849;HALB;EA;0.000;0.000;
400;CH-8941;IBAU;EA;0.000;0.000;
400;ML_RM_258;ROH;EA;0.000;0.000;
400;SG325A;HALB;ST;1.000;0.960;KG
400;131;HALB;EA;0.000;0.000;
400;313;HALB;EA;0.000;0.000;
400;2353;FERT;EA;0.000;0.000;
400;ETO CONTROL GCU;HALB;ST;2.500;2.400;KG
400;MZ-FG-M520;FERT;ST;6.850;5.000;KG
400;831;HALB;EA;0.000;0.000;
400;ML_RM_259;ROH;EA;0.000;0.000;
400;TKW_1015;HALB;EA;87.500;87.500;LB
400;SG325B;HALB;ST;1.000;0.960;KG
400;132;HALB;EA;0.000;0.000;
400;337;HALB;EA;0.000;0.000;
400;EXXON HMA 025;ROH;EA;0.000;0.000;KG
400;ETO MOTOR 110;HALB;ST;2.500;2.400;KG
400;2354;FERT;EA;0.000;0.000;
400;MZ-FG-E104;FERT;ST;15.000;7.000;KG
400;832;HALB;EA;0.000;0.000;
400;ML_RM_260;ROH;EA;0.000;0.000;
400;ML_SG_002;HALB;EA;0.000;0.000;KG
400;DS_RAW101;ROH;EA;12.000;10.000;KG
400;MR300613249005;HAWA;EA;0.200;0.200;KG
400;338;HALB;EA;0.000;0.000;
400;MZ-FG-E105;FERT;ST;15.000;7.000;KG
400;ETO MOTOR 220;HALB;ST;2.500;2.400;KG
400;2355;FERT;EA;0.000;0.000;
400;833;HALB;EA;0.000;0.000;
400;ML_RM_261;ROH;EA;0.000;0.000;
400;ML_SG_003;HALB;EA;0.000;0.000;KG
400;RM233-4;ROH;ST;0.500;0.400;KG
400;339;HALB;EA;0.000;0.000;
400;MR300613249006;HAWA;EA;0.200;0.200;KG
400;MZ-FG-R200;FERT;ST;6.850;5.000;KG
400;MZ-TG-A131;HAWA;ST;18.000;18.000;KG
400;ETO MOTOR SPECIAL;HALB;ST;2.500;2.400;KG
400;834;HALB;EA;0.000;0.000;
400;BW-9600;ROH;ST;12.000;10.000;LB
400;RM15;ROH;ST;100.000;40.000;G
400;SP CONSULTING SERV;DIEN;H;0.000;0.000;KG
400;333;HALB;EA;0.000;0.000;
400;2356;FERT;EA;0.000;0.000;
400;ETO DRIVESHAFT;HALB;ST;2.500;2.400;KG
400;DUMMY-RM;ROH;ST;1.500;1.400;KG
400;835;HALB;EA;0.000;0.000;
400;MR300613249007;HAWA;EA;0.200;0.200;KG
400;ML_SG_004;HALB;EA;0.000;0.000;KG
400;BW-9500;ROH;ST;12.000;10.000;LB
400;CH-6240;FERT;LB;800.000;800.000;LB
400;MR314411;HAWA;EA;8.000;8.000;KG
400;ML-004;SERV;H;0.000;0.000;KG
400;ETO GEAR 1;HALB;ST;2.500;2.400;KG
400;836;HALB;EA;0.000;0.000;
400;315;HALB;EA;0.000;0.000;
400;MR300613249008;HAWA;EA;0.200;0.200;KG
400;2357;FERT;EA;0.000;0.000;
400;CH-1100;ROH;EA;0.000;15.000;OZ
400;ML-005;SERV;H;0.000;0.000;KG
400;ETO GEAR 2;HALB;ST;2.500;2.400;KG
400;837;HALB;EA;0.000;0.000;
400;MR300613249009;HAWA;EA;0.200;0.200;KG
400;316;HALB;EA;0.000;0.000;
400;MR314412;HAWA;EA;8.000;8.000;KG
400;MZ-TG-TP1-A137;HAWA;EA;1.000;1.000;KG
400;BW-9400;ROH;ST;12.000;10.000;LB
400;839;HALB;EA;0.000;0.000;
400;RM09;ROH;KG;0.500;0.450;KG
400;2358;FERT;EA;0.000;0.000;
400;ETO GEAR 3;HALB;ST;2.500;2.400;KG
400;ML-006;SERV;H;0.000;0.000;KG
400;MR300613249010;HAWA;EA;0.200;0.200;KG
400;341;HALB;EA;0.000;0.000;
400;MZ-TG-A13;HAWA;ST;1.000;0.900;G
400;811;HALB;EA;0.000;0.000;
400;MR516101007;MODE;ST;0.200;0.200;KG
400;2359;FERT;EA;0.000;0.000;
400;342;HALB;EA;0.000;0.000;
400;ETO REGULATOR;HALB;ST;2.500;2.400;KG
400;MR300613249011;HAWA;EA;0.200;0.200;KG
400;ML-007;SERV;H;0.000;0.000;KG
400;MR315201;HAWA;EA;0.200;0.200;KG
400;BW-9300;ROH;ST;12.000;10.000;LB
400;RM233-2;ROH;ST;0.500;0.400;KG
400;812;HALB;EA;0.000;0.000;
400;CH-6400;YQFP;LB;0.000;0.000;LB
400;2360;FERT;EA;0.000;0.000;
400;ML-008;SERV;H;0.000;0.000;KG
400;MR300613249012;HAWA;EA;0.200;0.200;KG
400;MZ_INSTALLATION;HAWA;H;1.000;0.900;KG
400;MZ-TG-A16;HAWA;ST;1.000;0.900;G
400;PI-4210;VERP;M;10.000;10.000;G
400;MR516101006;MODE;ST;0.200;0.200;KG
400;813;HALB;EA;0.000;0.000;
400;343;HALB;EA;0.000;0.000;
400;ML-CONCRETE1;HALB;YD;210.000;120.000;KG
400;ML_RM_239;ROH;EA;0.000;0.000;
400;2361;FERT;EA;0.000;0.000;
400;MR300613249013;HAWA;EA;0.200;0.200;KG
400;MZ-TM-01;FERT;ST;200.000;200.000;LB
400;ML_RM_262;ROH;EA;0.000;0.000;
400;814;HALB;EA;0.000;0.000;
400;PI-4220;VERP;M;10.000;10.000;G
400;CH-8942;IBAU;EA;0.000;0.000;
400;MZ-RM-C990-02;ROH;ST;0.000;0.000;
400;MZ-TG-A17;HAWA;ST;1.000;0.900;G
400;318;HALB;EA;0.000;0.000;
400;MR300613249014;HAWA;EA;0.200;0.200;KG
400;NAM1;HAWA;ST;1.000;0.900;KG
400;ML_RM_263;ROH;EA;0.000;0.000;
400;815;HALB;EA;0.000;0.000;
400;PI-4240;VERP;EA;10.000;10.000;G
400;2362;FERT;EA;0.000;0.000;
400;MZ-RM-C990-01;ROH;ST;0.000;0.000;
400;MR300613249015;HAWA;EA;0.200;0.200;KG
400;TBM1;HAWA;ST;1.000;0.900;KG
400;320;HALB;EA;0.000;0.000;
400;ML_RM_264;ROH;EA;0.000;0.000;
400;816;HALB;EA;0.000;0.000;
400;PI-4260;VERP;EA;10.000;10.000;G
400;MR516101008;MODE;ST;0.200;0.200;KG
400;2363;FERT;EA;0.000;0.000;
400;MZ-RM-C950-07;ROH;ST;0.000;0.000;
400;MZ-TG-A18;HAWA;ST;1.000;0.900;G
400;MR516206007;MODE;EA;0.200;0.200;KG
400;JGM1;HAWA;ST;1.000;0.900;KG
400;344;HALB;EA;0.000;0.000;
400;ML_RM_265;ROH;EA;0.000;0.000;
400;817;HALB;EA;0.000;0.000;
400;PI-4270;VERP;EA;10.000;10.000;G
400;2364;FERT;EA;0.000;0.000;
400;MZ-RM-C950-06;ROH;ST;0.000;0.000;
400;CH-4100;VERP;EA;0.000;0.400;LB
400;MR516206008;MODE;EA;0.200;0.200;KG
400;JIM1;HAWA;ST;1.000;0.900;KG
400;MZ-FG-E13;FERT;ST;15.000;7.000;KG
400;818;HALB;EA;0.000;0.000;
400;MZ-FG-E193;FERT;EA;0.020;0.020;KG
400;ML_RM_266;ROH;EA;0.000;0.000;
400;PI-4200;FERT;EA;50.000;50.000;G
400;MZ-RM-C950-05;ROH;ST;0.000;0.000;
400;MR516206009;MODE;EA;0.200;0.200;KG
400;ML_SG_005;HALB;EA;0.000;0.000;KG
400;PJM1;HAWA;ST;1.000;0.900;KG
400;MZ_TPSPARE;YQFP;ST;1.000;0.900;G
400;819;HALB;EA;0.000;0.000;
400;ML_RM_267;ROH;EA;0.000;0.000;
400;345;HALB;EA;0.000;0.000;
400;MP30;ROH;EA;0.000;0.000;KG
400;2365;FERT;EA;0.000;0.000;
400;MZ-RM-C950-04;ROH;ST;0.000;0.000;
400;MR516206010;MODE;EA;0.200;0.200;KG
400;TNM1;HAWA;ST;1.000;0.900;KG
400;820;HALB;EA;0.000;0.000;
400;MZ_THPSPARE;HAWA;ST;1.000;0.900;G
400;PP_COMP02;HALB;EA;1.000;1.000;KG
400;ML_RM_110;ROH;EA;0.000;0.000;
400;ROUTERXL;HAWA;ST;1.000;1.000;KG
400;PP-FG99;FERT;ST;15.300;14.500;KG
400;MZ-FG-M525;FERT;ST;15.000;7.000;KG
400;MR585162;ZFRT;EA;0.400;0.350;KG
400;JOM1;HAWA;ST;1.000;0.900;KG
400;821;HALB;EA;0.000;0.000;
400;2366;FERT;EA;0.000;0.000;
400;CH-6600;YQBM;LB;1.000;1.000;LB
400;ML_RM_111;ROH;EA;0.000;0.000;
400;MRV311120;ZVOM;ST;0.000;0.000;KG
400;296;HALB;EA;0.000;0.000;
400;PIOLEN PT20A15;ROH;EA;0.000;0.000;KG
400;DS1_PROD01;FERT;EA;1.000;1.000;KG
400;MRP_PRO01;FERT;EA;1.000;1.000;KG
400;822;HALB;EA;0.000;0.000;
400;MR585162001;ZFRT;EA;0.400;0.350;KG
400;SPM1;HAWA;ST;1.000;0.900;KG
400;ML_RM_112;ROH;EA;0.000;0.000;
400;463;FERT;LM;0.000;0.000;
400;2367;FERT;EA;0.000;0.000;
400;MZ-P300403;HAWA;ST;1.000;0.900;G
400;823;HALB;EA;0.000;0.000;
400;SRM1;HAWA;ST;1.000;0.900;KG
400;ML_SG_006;HALB;EA;0.000;0.000;KG
400;MR585162002;ZFRT;EA;0.400;0.350;KG
400;CH-3110;YQBM;LB;1.000;0.000;LB
400;ML_RM_268;ROH;EA;0.000;0.000;
400;297;HALB;EA;0.000;0.000;
400;FG29;FERT;BOT;10.000;9.000;KG
400;824;HALB;EA;0.000;0.000;
400;LUPOLEN 3020 K;ROH;EA;0.000;0.000;KG
400;2368;FERT;EA;0.000;0.000;
400;MR516120006;MODE;EA;0.200;0.200;KG
400;ML_RM_269;ROH;EA;0.000;0.000;
400;MZ-FG-E205;FERT;ST;2.500.000;2.400.000;KG
400;ML_SG_007;HALB;EA;0.000;0.000;KG
400;JSM1;HAWA;ST;1.000;0.900;KG
400;722;HALB;EA;0.000;0.000;
400;2369;FERT;EA;0.000;0.000;
400;TG23;HAWA;ST;1.000;0.900;G
400;MZ-FG-LC01;FERT;ST;1.000;1.000;KG
400;CH-6220;YQFP;LB;550.000;500.000;LB
400;PP-RM13;ROH;ST;0.500;0.350;KG
400;ML_RM_270;ROH;EA;0.000;0.000;
400;CH-6210;YQFP;LB;125.000;100.000;KG
400;795;HALB;EA;0.000;0.000;
400;BSM1;HAWA;ST;1.000;0.900;KG
400;PP_RAW04;ROH;EA;12.000;10.000;KG
400;DS_PROD101;FERT;EA;1.000;1.000;KG
400;ML_RM_271;ROH;EA;0.000;0.000;
400;2370;FERT;EA;0.000;0.000;
400;CH-8943;IBAU;EA;0.000;0.000;
400;300;HALB;EA;0.000;0.000;
400;ML-112;SERV;H;0.000;0.000;KG
400;785;HALB;EA;0.000;0.000;
400;MZ-RM-R300-03;ROH;ST;0.500;0.400;KG
400;LSM1;HAWA;ST;1.000;0.900;KG
400;MZ-FG-A100;FERT;EA;1.000;1.000;KG
400;ML_RM_272;ROH;EA;0.000;0.000;
400;ML_SG_008;HALB;EA;0.000;0.000;KG
400;PP-RM02;ROH;ST;0.500;0.300;KG
400;2371;FERT;EA;0.000;0.000;
400;MZ-RM-R300-04;ROH;ST;2.500;2.400;KG
400;775;HALB;EA;0.000;0.000;
400;MSM1;HAWA;ST;1.000;0.900;KG
400;MZ-P101T;FERT;KG;0.000;0.000;KG
400;ML_RM_273;ROH;EA;0.000;0.000;
400;CH-8900;IBAU;EA;0.000;0.000;
400;2372;FERT;EA;0.000;0.000;
400;PP-RM01;ROH;ST;10.000;10.000;G
400;MR516120007;MODE;EA;0.200;0.200;KG
400;767;HALB;EA;0.000;0.000;
400;MZ-RM-R300-05;ROH;ST;1.500;1.400;KG
400;ML_RM_274;ROH;EA;0.000;0.000;
400;301;HALB;EA;0.000;0.000;
400;DS_PROD12;FERT;EA;1.000;1.000;KG
400;MR315221;HAWA;EA;2.000;2.000;KG
400;2373;FERT;EA;0.000;0.000;
400;ATM1;HAWA;ST;1.000;0.900;KG
400;752;HALB;EA;0.000;0.000;
400;MZ-RM-R300-06;ROH;ST;0.500;0.400;KG
400;ML_RM_275;ROH;EA;0.000;0.000;
400;CH-4120;VERP;EA;0.000;800.000;LB
400;ATP-PROD04A;FERT;EA;1.200;1.000;KG
400;CH-6450;YQFP;LB;1.000;1.000;LB
400;DRM1;HAWA;ST;1.000;0.900;KG
400;MR315231;HAWA;EA;0.200;0.200;KG
400;728;HALB;EA;0.000;0.000;
400;ML_RM_276;ROH;EA;0.000;0.000;
400;MRP_RAW01;ROH;EA;12.000;10.000;KG
400;2374;FERT;EA;0.000;0.000;
400;MZ-RM-R300-07;ROH;ST;0.500;0.400;KG
400;ETO MACHINE;KMAT;ST;1.500.000;1.200.000;KG
400;TANK-PACK-MAT1;FERT;KG;0.000;0.000;KG
400;723;HALB;EA;0.000;0.000;
400;295;HALB;EA;0.000;0.000;
400;CH-8801;ERSA;EA;0.000;0.000;
400;EWM-A23;HAWA;ST;20.000;20.000;KG
400;ML-001;SERV;H;0.000;0.000;KG
400;ML_RM_277;ROH;EA;0.000;0.000;
400;MH70008;HC01;EA;0.000;0.000;
400;2375;FERT;EA;0.000;0.000;
400;713;HALB;EA;0.000;0.000;
400;MZ-P101-01;ROH;KG;0.000;0.000;
400;PP-SG01;HALB;ST;2.200;1.900;KG
400;CH-1450;ROH;LB;1.000;1.000;LB
400;PP_RAW031;ROH;EA;12.000;10.000;KG
400;MZ-CM-SV-WC;DIEN;EA;0.000;0.000;
400;MH80008;HC01;EA;0.000;0.000;
400;714;HALB;EA;0.000;0.000;
400;TANK-BLK-MAT1;FERT;KG;0.000;0.000;KG
400;ML_RM_278;ROH;EA;0.000;0.000;
400;MR311511;HAWA;EA;0.200;0.200;KG
400;CH-7200;YQBP;LB;0.000;0.000;
400;2376;FERT;EA;0.000;0.000;
400;PP_RAW03;ROH;EA;12.000;10.000;KG
400;MZ-CM-SV-UT;DIEN;EA;0.000;0.000;
400;MS231-T1;HALB;EA;0.000;0.000;
400;715;HALB;EA;0.000;0.000;
400;MR315311;HAWA;EA;12.000;12.000;KG
400;MR516101009;MODE;ST;0.200;0.200;KG
400;R203;HALB;L;1.100;1.000;KG
400;MZ-CM-SV-TV;DIEN;EA;0.000;0.000;
400;ML_RM_279;ROH;EA;0.000;0.000;
400;VF231-T1;HALB;EA;0.000;0.000;
400;2377;FERT;EA;0.000;0.000;
400;PP_RAW021;ROH;EA;12.000;10.000;KG
400;716;HALB;EA;0.000;0.000;
400;MR315320;HAWA;EA;0.200;0.200;KG
400;CH-8802;ERSA;EA;0.000;0.000;
400;MZ-CM-SV-TG;DIEN;EA;0.000;0.000;
400;WA001-T1;HALB;EA;0.000;0.000;
400;ML_RM_280;ROH;EA;0.000;0.000;
400;2378;FERT;EA;0.000;0.000;
400;PP_RAW02;ROH;EA;12.000;10.000;KG
400;R441;ROH;KG;1.100;1.000;KG
400;717;HALB;EA;0.000;0.000;
400;MR315331;HAWA;EA;0.200;0.200;KG
400;MZ-CM-SV-RT;DIEN;EA;0.000;0.000;
400;NS001-T1;HALB;EA;0.000;0.000;
400;ML_RM_281;ROH;EA;0.000;0.000;
400;2379;FERT;EA;0.000;0.000;
400;718;HALB;EA;0.000;0.000;
400;MZ_ONS_SRV_PCK;DIEN;EA;0.000;0.000;KG
400;T-RD300;ROH;L;0.000;0.000;KG
400;LG324-01;HALB;EA;0.000;0.000;
400;MZ-RM-A100-02;ROH;KG;0.000;0.000;
400;ML_RM_282;ROH;EA;0.000;0.000;
400;2380;FERT;EA;0.000;0.000;
400;719;HALB;EA;0.000;0.000;
400;DS_TD_BUP;PROD;EA;0.000;0.000;
400;R442;ROH;KG;0.000;0.000;KG
400;CH-7300;YQBP;YD3;0.000;0.000;
400;MH21624;FHMI;EA;9.500;0.000;LB
400;2381;FERT;EA;0.000;0.000;
400;ML_RM_283;ROH;EA;0.000;0.000;
400;MZ-CM-SV-RC;DIEN;EA;0.000;0.000;
400;720;HALB;EA;0.000;0.000;
400;PP_PROD06;FERT;EA;1.000;1.000;KG
400;MR-PKG-A101;VERP;ST;15.000;15.000;KG
400;2382;FERT;EA;0.000;0.000;
400;R443;ROH;KG;0.000;0.000;KG
400;ML_RM_284;ROH;EA;0.000;0.000;
400;ML_RM_004;HALB;EA;0.000;0.000;
400;10000001327;HALB;EA;0.000;0.000;
400;825;HALB;EA;0.000;0.000;
400;PP_PROD05;FERT;EA;1.000;1.000;KG
400;MZ-CM-SV-PM;DIEN;EA;0.000;0.000;
400;ML_RM_285;ROH;EA;0.000;0.000;
400;ATP-E213;FERT;EA;15.000;7.000;KG
400;MZ-TG-A120;HAWA;ST;1.000;0.900;G
400;10000001335;HALB;EA;0.000;0.000;
400;2383;FERT;EA;0.000;0.000;
400;MR315341;HAWA;EA;0.200;0.200;KG
400;TG21;HAWA;ST;1.000;0.900;G
400;826;HALB;EA;0.000;0.000;
400;MZ-CM-SV-PAY;DIEN;EA;0.000;0.000;
400;ATP-E204;FERT;EA;15.000;7.000;KG
400;ML_RM_286;ROH;EA;0.000;0.000;
400;MZ-TG-A121;HAWA;ST;1.000;0.900;G
400;10000001330;HALB;EA;0.000;0.000;
400;PP_PROD04;FERT;EA;1.000;1.000;KG
400;EWM-A40;FERT;EA;2.000;2.000;KG
400;827;HALB;EA;0.000;0.000;
400;2384;FERT;EA;0.000;0.000;
400;ATP-E206;FERT;EA;15.000;7.000;KG
400;ML_RM_287;ROH;EA;0.000;0.000;
400;10000001323;HALB;EA;0.000;0.000;
400;DS_PROD11;FERT;EA;1.000;1.000;KG
400;PP_PROD03;FERT;EA;1.000;1.000;KG
400;MR-PKG-R101;VERP;ST;15.000;15.000;KG
400;828;HALB;EA;0.000;0.000;
400;ML_RM_288;ROH;EA;0.000;0.000;
400;EWM-A20;HAWA;ST;25.000;25.000;KG
400;2385;FERT;EA;0.000;0.000;
400;10000001326;HALB;EA;0.000;0.000;
400;PP_PROD02;FERT;EA;1.000;1.000;KG
400;MZ-CM-SV-OS;DIEN;EA;0.000;0.000;
400;EWM-A21;HAWA;ST;20.000;20.000;KG
400;DS_PROD05;FERT;EA;1.000;1.000;KG
400;ML_RM_289;ROH;EA;0.000;0.000;
400;10000001339;HALB;EA;0.000;0.000;
400;DS_PROD13;FERT;EA;1.000;1.000;KG
400;ML_RM_005;ROH;EA;0.000;0.000;
400;2386;FERT;EA;0.000;0.000;
400;MZ-CM-SV-LS;DIEN;EA;0.000;0.000;
400;ML_RM_290;ROH;EA;0.000;0.000;
400;10000001318;HALB;EA;0.000;0.000;
400;EWM-A22;HAWA;ST;22.000;22.000;KG
400;2387;FERT;EA;0.000;0.000;
400;DS_PROD06;FERT;EA;1.000;1.000;KG
400;MZ-CM-SV-IT;DIEN;EA;0.000;0.000;
400;10000001332;HALB;EA;0.000;0.000;
400;ML_RM_291;ROH;EA;0.000;0.000;
400;CH-8904;IBAU;EA;0.000;0.000;
400;PP_COMP06;HALB;EA;1.000;1.000;KG
400;2388;FERT;EA;0.000;0.000;
400;PP-RM08;ROH;ST;1.500;1.400;KG
400;10000001343;HALB;EA;0.000;0.000;
400;ML_RM_292;ROH;EA;0.000;0.000;
400;MZ-CM-SV-IN;DIEN;EA;0.000;0.000;
400;DS_PROD07;FERT;EA;1.000;1.000;KG
400;2389;FERT;EA;0.000;0.000;
400;10000001336;HALB;EA;0.000;0.000;
400;ML_RM_293;ROH;EA;0.000;0.000;
400;PP_COMP05;HALB;EA;1.000;1.000;KG
400;MZ-FG-E204;FERT;ST;13.000.000;10.000.000;KG
400;CH-8905;IBAU;EA;0.000;0.000;
400;DS_COMP02;HALB;EA;1.000;1.000;KG
400;10000001331;HALB;EA;0.000;0.000;
400;ML_RM_294;ROH;EA;0.000;0.000;
400;RM41;ROH;ST;0.000;0.000;
400;MZ-CM-SV-ENT2;DIEN;EA;0.000;0.000;
400;CH-8907;IBAU;EA;0.000;0.000;
