439, 4091, 0, Texas, 2017-05-18T15:25:52.933Z, d75ac4456119
378, 4105, 0, Texas, 2017-05-18T16:43:11.529Z, d75ac4456119
404, 4094, 0, Texas, 2017-05-18T16:43:12.338Z, d75ac4456119
404, 4172, 0, Texas, 2017-05-18T16:43:12.342Z, e0851cf4be8c
388, 4092, 0, Texas, 2017-05-18T16:43:12.409Z, d75ac4456119
379, 4145, 0, Texas, 2017-05-18T16:43:12.612Z, e0851cf4be8c
380, 4087, 0, Texas, 2017-05-18T16:43:12.972Z, d75ac4456119
409, 4141, 0, Texas, 2017-05-18T16:43:13.015Z, e0851cf4be8c
381, 4082, 0, Texas, 2017-05-18T16:43:13.380Z, d75ac4456119
397, 4139, 0, Texas, 2017-05-18T16:43:13.525Z, e0851cf4be8c
397, 4141, 0, Texas, 2017-05-18T16:43:13.928Z, e0851cf4be8c
384, 4078, 0, Texas, 2017-05-18T16:43:13.936Z, d75ac4456119
394, 4140, 1, Texas, 2017-05-18T16:43:14.342Z, e0851cf4be8c
394, 4102, 0, Texas, 2017-05-18T16:43:14.344Z, d75ac4456119
413, 4094, 0, Texas, 2017-05-18T16:43:14.763Z, d75ac4456119
368, 4138, 2, Texas, 2017-05-18T16:43:14.813Z, e0851cf4be8c
400, 4143, 2, Texas, 2017-05-18T16:43:15.219Z, e0851cf4be8c
399, 4087, 1, Texas, 2017-05-18T16:43:15.321Z, d75ac4456119
391, 4161, 2, Texas, 2017-05-18T16:43:15.600Z, e0851cf4be8c
398, 4080, 1, Texas, 2017-05-18T16:43:15.743Z, d75ac4456119
363, 4075, 1, Texas, 2017-05-18T16:43:16.308Z, d75ac4456119
403, 4152, 2, Texas, 2017-05-18T16:43:16.465Z, e0851cf4be8c
392, 4070, 1, Texas, 2017-05-18T16:43:16.767Z, d75ac4456119
412, 4142, 2, Texas, 2017-05-18T16:43:16.869Z, e0851cf4be8c
388, 4069, 1, Texas, 2017-05-18T16:43:17.272Z, d75ac4456119
405, 4140, 2, Texas, 2017-05-18T16:43:17.323Z, e0851cf4be8c
399, 4108, 1, Texas, 2017-05-18T16:43:17.631Z, d75ac4456119
381, 4140, 2, Texas, 2017-05-18T16:43:17.782Z, e0851cf4be8c
395, 4097, 1, Texas, 2017-05-18T16:43:18.137Z, d75ac4456119
383, 4136, 2, Texas, 2017-05-18T16:43:18.187Z, e0851cf4be8c
397, 4132, 2, Texas, 2017-05-18T16:43:18.603Z, e0851cf4be8c
384, 4089, 1, Texas, 2017-05-18T16:43:18.707Z, d75ac4456119
399, 4131, 2, Texas, 2017-05-18T16:43:19.009Z, e0851cf4be8c
391, 4080, 1, Texas, 2017-05-18T16:43:19.110Z, d75ac4456119
380, 4091, 1, Texas, 2017-05-18T16:43:19.683Z, d75ac4456119
394, 4128, 2, Texas, 2017-05-18T16:43:19.845Z, e0851cf4be8c
408, 4081, 1, Texas, 2017-05-18T16:43:20.087Z, d75ac4456119
403, 4125, 2, Texas, 2017-05-18T16:43:20.241Z, e0851cf4be8c
388, 4075, 1, Texas, 2017-05-18T16:43:20.710Z, d75ac4456119
390, 4125, 2, Texas, 2017-05-18T16:43:20.766Z, e0851cf4be8c
415, 4069, 1, Texas, 2017-05-18T16:43:21.067Z, d75ac4456119
389, 4129, 2, Texas, 2017-05-18T16:43:21.168Z, e0851cf4be8c
419, 4072, 1, Texas, 2017-05-18T16:43:21.439Z, d75ac4456119
402, 4124, 2, Texas, 2017-05-18T16:43:21.535Z, e0851cf4be8c
376, 4121, 2, Texas, 2017-05-18T16:43:21.986Z, e0851cf4be8c
387, 4066, 1, Texas, 2017-05-18T16:43:22.040Z, d75ac4456119
388, 4091, 1, Texas, 2017-05-18T16:43:22.408Z, d75ac4456119
401, 4138, 2, Texas, 2017-05-18T16:43:22.807Z, e0851cf4be8c
376, 4081, 1, Texas, 2017-05-18T16:43:23.059Z, d75ac4456119
400, 4131, 2, Texas, 2017-05-18T16:43:23.373Z, e0851cf4be8c
607, 4180, 2, Texas, 2017-05-18T16:43:24.341Z, e0851cf4be8c
611, 4071, 1, Texas, 2017-05-18T16:43:24.391Z, d75ac4456119
597, 4183, 2, Texas, 2017-05-18T16:43:24.593Z, e0851cf4be8c
592, 4069, 1, Texas, 2017-05-18T16:43:24.693Z, d75ac4456119
584, 4062, 1, Texas, 2017-05-18T16:43:24.987Z, d75ac4456119
612, 4171, 2, Texas, 2017-05-18T16:43:24.993Z, e0851cf4be8c
599, 4223, 2, Texas, 2017-05-18T16:43:25.349Z, e0851cf4be8c
585, 4059, 1, Texas, 2017-05-18T16:43:25.350Z, d75ac4456119
587, 4204, 2, Texas, 2017-05-18T16:43:25.527Z, e0851cf4be8c
593, 4053, 1, Texas, 2017-05-18T16:43:25.534Z, d75ac4456119
601, 4050, 1, Texas, 2017-05-18T16:43:26.031Z, d75ac4456119
558, 4192, 2, Texas, 2017-05-18T16:43:26.032Z, e0851cf4be8c
609, 4048, 1, Texas, 2017-05-18T16:43:26.132Z, d75ac4456119
614, 4173, 2, Texas, 2017-05-18T16:43:26.183Z, e0851cf4be8c
597, 4049, 1, Texas, 2017-05-18T16:43:26.392Z, d75ac4456119
584, 4159, 2, Texas, 2017-05-18T16:43:26.531Z, e0851cf4be8c
593, 4047, 1, Texas, 2017-05-18T16:43:26.783Z, d75ac4456119
583, 4146, 2, Texas, 2017-05-18T16:43:26.793Z, e0851cf4be8c
608, 4042, 1, Texas, 2017-05-18T16:43:26.997Z, d75ac4456119
599, 4142, 2, Texas, 2017-05-18T16:43:29.994Z, e0851cf4be8c
590, 4043, 1, Texas, 2017-05-18T16:43:30.194Z, d75ac4456119
587, 4046, 1, Texas, 2017-05-18T16:43:30.194Z, d75ac4456119
590, 4042, 1, Texas, 2017-05-18T16:43:30.196Z, d75ac4456119
588, 4042, 1, Texas, 2017-05-18T16:43:30.196Z, d75ac4456119
0, 4093, 0, Texas, 2017-05-18T16:43:30.201Z, da84577a660d
404, 4126, 2, Texas, 2017-05-18T16:45:05.764Z, e0851cf4be8c
0, 4093, 0, Texas, 2017-05-18T16:45:07.268Z, da84577a660d
410, 3864, 0, Texas, 2017-05-18T17:21:04.854Z, e0851cf4be8c
394, 3854, 0, Texas, 2017-05-18T17:21:05.260Z, e0851cf4be8c
426, 3849, 0, Texas, 2017-05-18T17:21:05.667Z, e0851cf4be8c
405, 3844, 0, Texas, 2017-05-18T17:21:06.622Z, e0851cf4be8c
423, 3806, 0, Texas, 2017-05-18T17:21:07.287Z, d75ac4456119
379, 3839, 0, Texas, 2017-05-18T17:21:07.293Z, e0851cf4be8c
395, 3729, 0, Texas, 2017-05-18T17:21:07.387Z, d75ac4456119
401, 3839, 0, Texas, 2017-05-18T17:21:07.540Z, e0851cf4be8c
405, 3750, 0, Texas, 2017-05-18T17:21:07.744Z, d75ac4456119
418, 3838, 1, Texas, 2017-05-18T17:21:07.944Z, e0851cf4be8c
411, 3804, 2, Texas, 2017-05-18T17:21:08.097Z, d75ac4456119
389, 3837, 1, Texas, 2017-05-18T17:21:08.501Z, e0851cf4be8c
401, 3793, 2, Texas, 2017-05-18T17:21:08.705Z, d75ac4456119
395, 3912, 1, Texas, 2017-05-18T17:21:08.906Z, e0851cf4be8c
401, 3780, 2, Texas, 2017-05-18T17:21:09.109Z, d75ac4456119
407, 3897, 1, Texas, 2017-05-18T17:21:09.463Z, e0851cf4be8c
398, 3773, 2, Texas, 2017-05-18T17:21:09.664Z, d75ac4456119
390, 3900, 1, Texas, 2017-05-18T17:21:09.821Z, e0851cf4be8c
389, 3768, 2, Texas, 2017-05-18T17:21:10.068Z, d75ac4456119
424, 3883, 1, Texas, 2017-05-18T17:21:10.373Z, e0851cf4be8c
396, 3789, 2, Texas, 2017-05-18T17:21:10.574Z, d75ac4456119
401, 3867, 1, Texas, 2017-05-18T17:21:10.731Z, e0851cf4be8c
392, 3780, 2, Texas, 2017-05-18T17:21:10.933Z, d75ac4456119
398, 3857, 1, Texas, 2017-05-18T17:21:11.240Z, e0851cf4be8c
401, 3776, 2, Texas, 2017-05-18T17:21:11.437Z, d75ac4456119
389, 3850, 1, Texas, 2017-05-18T17:21:11.792Z, e0851cf4be8c
402, 3772, 2, Texas, 2017-05-18T17:21:11.959Z, d75ac4456119
396, 3843, 1, Texas, 2017-05-18T17:21:12.193Z, e0851cf4be8c
389, 3765, 2, Texas, 2017-05-18T17:21:12.358Z, d75ac4456119
370, 3839, 1, Texas, 2017-05-18T17:21:12.703Z, e0851cf4be8c
380, 3762, 2, Texas, 2017-05-18T17:21:12.917Z, d75ac4456119
408, 3838, 1, Texas, 2017-05-18T17:21:13.105Z, e0851cf4be8c
387, 3752, 2, Texas, 2017-05-18T17:21:13.320Z, d75ac4456119
375, 3833, 1, Texas, 2017-05-18T17:21:13.639Z, e0851cf4be8c
390, 3751, 2, Texas, 2017-05-18T17:21:13.853Z, d75ac4456119
392, 3843, 1, Texas, 2017-05-18T17:21:14.010Z, e0851cf4be8c
405, 3751, 2, Texas, 2017-05-18T17:21:14.259Z, d75ac4456119
397, 3838, 1, Texas, 2017-05-18T17:21:14.467Z, e0851cf4be8c
398, 3809, 2, Texas, 2017-05-18T17:21:14.668Z, d75ac4456119
384, 3835, 1, Texas, 2017-05-18T17:21:15.022Z, e0851cf4be8c
406, 3795, 2, Texas, 2017-05-18T17:21:15.237Z, d75ac4456119
400, 3844, 1, Texas, 2017-05-18T17:21:15.403Z, e0851cf4be8c
384, 3781, 2, Texas, 2017-05-18T17:21:15.637Z, d75ac4456119
389, 3774, 2, Texas, 2017-05-18T17:21:16.240Z, d75ac4456119
385, 3850, 1, Texas, 2017-05-18T17:21:16.341Z, e0851cf4be8c
387, 3766, 2, Texas, 2017-05-18T17:21:16.576Z, d75ac4456119
375, 3897, 1, Texas, 2017-05-18T17:21:16.847Z, e0851cf4be8c
378, 3760, 2, Texas, 2017-05-18T17:21:17.092Z, d75ac4456119
384, 3875, 1, Texas, 2017-05-18T17:21:17.248Z, e0851cf4be8c
399, 3756, 2, Texas, 2017-05-18T17:21:17.459Z, d75ac4456119
381, 3861, 1, Texas, 2017-05-18T17:21:17.815Z, e0851cf4be8c
618, 3756, 2, Texas, 2017-05-18T17:21:18.572Z, d75ac4456119
635, 3850, 1, Texas, 2017-05-18T17:21:18.676Z, e0851cf4be8c
585, 3836, 1, Texas, 2017-05-18T17:21:18.931Z, e0851cf4be8c
607, 3743, 2, Texas, 2017-05-18T17:21:18.965Z, d75ac4456119
598, 3747, 2, Texas, 2017-05-18T17:21:19.216Z, d75ac4456119
600, 3831, 1, Texas, 2017-05-18T17:21:19.273Z, e0851cf4be8c
608, 3826, 1, Texas, 2017-05-18T17:21:19.574Z, e0851cf4be8c
600, 3743, 2, Texas, 2017-05-18T17:21:19.625Z, d75ac4456119
613, 3887, 1, Texas, 2017-05-18T17:21:19.797Z, e0851cf4be8c
604, 3744, 2, Texas, 2017-05-18T17:21:19.877Z, d75ac4456119
591, 3871, 1, Texas, 2017-05-18T17:21:20.134Z, e0851cf4be8c
589, 3743, 2, Texas, 2017-05-18T17:21:20.140Z, d75ac4456119
587, 3858, 1, Texas, 2017-05-18T17:21:20.370Z, e0851cf4be8c
615, 3851, 1, Texas, 2017-05-18T17:21:20.641Z, e0851cf4be8c
594, 3833, 2, Texas, 2017-05-18T17:21:20.844Z, d75ac4456119
592, 3848, 1, Texas, 2017-05-18T17:21:20.945Z, e0851cf4be8c
589, 3797, 2, Texas, 2017-05-18T17:21:21.196Z, d75ac4456119
591, 3838, 1, Texas, 2017-05-18T17:21:21.247Z, e0851cf4be8c
590, 3855, 2, Texas, 2017-05-18T17:21:21.448Z, d75ac4456119
584, 3841, 2, Texas, 2017-05-18T17:21:21.811Z, d75ac4456119
584, 3841, 2, Texas, 2017-05-18T17:21:21.850Z, d75ac4456119
0, 4093, 0, Texas, 2017-05-18T17:21:22.417Z, da84577a660d
757, 3828, 1, Gerald, 2017-05-18T17:22:04.158Z, e0851cf4be8c
685, 3833, 1, Gerald, 2017-05-18T17:22:04.327Z, e0851cf4be8c
697, 3884, 1, Gerald, 2017-05-18T17:22:04.657Z, e0851cf4be8c
730, 3870, 1, Gerald, 2017-05-18T17:22:04.867Z, e0851cf4be8c
667, 3861, 1, Gerald, 2017-05-18T17:22:05.065Z, e0851cf4be8c
931, 3854, 1, Gerald, 2017-05-18T17:22:07.183Z, e0851cf4be8c
1005, 3810, 1, Gerald, 2017-05-18T17:22:07.387Z, e0851cf4be8c
715, 3807, 1, Gerald, 2017-05-18T17:22:08.447Z, e0851cf4be8c
737, 3783, 1, Gerald, 2017-05-18T17:22:08.651Z, e0851cf4be8c
730, 3782, 1, Gerald, 2017-05-18T17:22:10.980Z, e0851cf4be8c
720, 3899, 1, Gerald, 2017-05-18T17:22:11.137Z, e0851cf4be8c
677, 3892, 1, Gerald, 2017-05-18T17:22:11.388Z, e0851cf4be8c
710, 3880, 1, Gerald, 2017-05-18T17:22:11.645Z, e0851cf4be8c
711, 3859, 1, Gerald, 2017-05-18T17:22:11.927Z, e0851cf4be8c
722, 3848, 1, Gerald, 2017-05-18T17:22:12.101Z, e0851cf4be8c
695, 3839, 1, Gerald, 2017-05-18T17:22:12.399Z, e0851cf4be8c
706, 3831, 1, Gerald, 2017-05-18T17:22:13.007Z, e0851cf4be8c
702, 3825, 1, Gerald, 2017-05-18T17:22:13.008Z, e0851cf4be8c
719, 3820, 1, Gerald, 2017-05-18T17:22:13.406Z, e0851cf4be8c
687, 3822, 1, Gerald, 2017-05-18T17:22:13.616Z, e0851cf4be8c
699, 3817, 1, Gerald, 2017-05-18T17:22:17.690Z, e0851cf4be8c
735, 3775, 1, Gerald, 2017-05-18T17:22:17.891Z, e0851cf4be8c
746, 3775, 1, Gerald, 2017-05-18T17:22:18.142Z, e0851cf4be8c
706, 3774, 1, Gerald, 2017-05-18T17:22:18.344Z, e0851cf4be8c
687, 3774, 1, Gerald, 2017-05-18T17:22:18.552Z, e0851cf4be8c
395, 3773, 1, Gerald, 2017-05-18T17:22:18.902Z, e0851cf4be8c
519, 3774, 1, Gerald, 2017-05-18T17:22:19.165Z, e0851cf4be8c
506, 3773, 1, Gerald, 2017-05-18T17:22:19.580Z, e0851cf4be8c
487, 3775, 1, Gerald, 2017-05-18T17:22:19.960Z, e0851cf4be8c
1068, 3776, 1, Gerald, 2017-05-18T17:22:21.316Z, e0851cf4be8c
1019, 3749, 1, Gerald, 2017-05-18T17:22:21.468Z, e0851cf4be8c
998, 3751, 1, Gerald, 2017-05-18T17:22:22.849Z, e0851cf4be8c
992, 3746, 1, Gerald, 2017-05-18T17:22:23.036Z, e0851cf4be8c
1054, 3748, 1, Gerald, 2017-05-18T17:22:24.447Z, e0851cf4be8c
1052, 3734, 1, Gerald, 2017-05-18T17:22:24.577Z, e0851cf4be8c
998, 3736, 1, Gerald, 2017-05-18T17:22:25.992Z, e0851cf4be8c
1002, 3732, 1, Gerald, 2017-05-18T17:22:26.246Z, e0851cf4be8c
1012, 3741, 1, Gerald, 2017-05-18T17:22:27.616Z, e0851cf4be8c
1228, 3748, 1, Gerald, 2017-05-18T17:22:27.821Z, e0851cf4be8c
1019, 3747, 1, Gerald, 2017-05-18T17:22:29.278Z, e0851cf4be8c
994, 3716, 1, Gerald, 2017-05-18T17:22:29.436Z, e0851cf4be8c
1028, 3721, 1, Gerald, 2017-05-18T17:22:30.871Z, e0851cf4be8c
981, 3810, 1, Gerald, 2017-05-18T17:22:31.030Z, e0851cf4be8c
962, 3808, 1, Gerald, 2017-05-18T17:22:32.443Z, e0851cf4be8c
1029, 3754, 1, Gerald, 2017-05-18T17:22:32.994Z, e0851cf4be8c
1022, 3751, 1, Gerald, 2017-05-18T17:22:34.053Z, e0851cf4be8c
981, 3729, 1, Gerald, 2017-05-18T17:22:34.206Z, e0851cf4be8c
1024, 3730, 1, Gerald, 2017-05-18T17:22:35.616Z, e0851cf4be8c
993, 3770, 1, Gerald, 2017-05-18T17:22:35.821Z, e0851cf4be8c
1020, 3767, 1, Gerald, 2017-05-18T17:22:37.226Z, e0851cf4be8c
994, 3742, 1, Gerald, 2017-05-18T17:22:37.379Z, e0851cf4be8c
989, 3742, 1, Gerald, 2017-05-18T17:22:38.789Z, e0851cf4be8c
1001, 3769, 1, Gerald, 2017-05-18T17:22:38.982Z, e0851cf4be8c
1022, 3765, 1, Gerald, 2017-05-18T17:22:40.393Z, e0851cf4be8c
986, 3735, 1, Gerald, 2017-05-18T17:22:40.523Z, e0851cf4be8c
1062, 3737, 1, Gerald, 2017-05-18T17:22:43.218Z, e0851cf4be8c
1030, 3724, 1, Gerald, 2017-05-18T17:22:43.373Z, e0851cf4be8c
974, 3724, 1, Gerald, 2017-05-18T17:22:43.570Z, e0851cf4be8c
1030, 3725, 1, Gerald, 2017-05-18T17:22:44.727Z, e0851cf4be8c
979, 3709, 1, Gerald, 2017-05-18T17:22:44.887Z, e0851cf4be8c
752, 3712, 1, Gerald, 2017-05-18T17:22:54.830Z, e0851cf4be8c
745, 3741, 1, Gerald, 2017-05-18T17:22:55.043Z, e0851cf4be8c
737, 3751, 1, Gerald, 2017-05-18T17:22:55.264Z, e0851cf4be8c
689, 3768, 1, Gerald, 2017-05-18T17:22:56.051Z, e0851cf4be8c
754, 3753, 1, Gerald, 2017-05-18T17:22:56.564Z, e0851cf4be8c
899, 3747, 1, Gerald, 2017-05-18T17:22:56.756Z, e0851cf4be8c
881, 3789, 1, Gerald, 2017-05-18T17:22:56.996Z, e0851cf4be8c
898, 3780, 1, Gerald, 2017-05-18T17:22:58.300Z, e0851cf4be8c
850, 3745, 1, Gerald, 2017-05-18T17:22:58.456Z, e0851cf4be8c
893, 3741, 1, Gerald, 2017-05-18T17:22:59.581Z, e0851cf4be8c
895, 3762, 1, Gerald, 2017-05-18T17:22:59.766Z, e0851cf4be8c
849, 3758, 1, Gerald, 2017-05-18T17:22:59.985Z, e0851cf4be8c
907, 3763, 1, Gerald, 2017-05-18T17:23:01.135Z, e0851cf4be8c
887, 3757, 1, Gerald, 2017-05-18T17:23:01.306Z, e0851cf4be8c
833, 3756, 1, Gerald, 2017-05-18T17:23:01.540Z, e0851cf4be8c
870, 3754, 1, Gerald, 2017-05-18T17:23:02.603Z, e0851cf4be8c
893, 3727, 1, Gerald, 2017-05-18T17:23:02.888Z, e0851cf4be8c
859, 3726, 1, Gerald, 2017-05-18T17:23:02.996Z, e0851cf4be8c
865, 3727, 1, Gerald, 2017-05-18T17:23:04.307Z, e0851cf4be8c
850, 3716, 1, Gerald, 2017-05-18T17:23:04.509Z, e0851cf4be8c
837, 3762, 1, Gerald, 2017-05-18T17:23:05.617Z, e0851cf4be8c
858, 3795, 1, Gerald, 2017-05-18T17:23:05.824Z, e0851cf4be8c
872, 3791, 1, Gerald, 2017-05-18T17:23:06.026Z, e0851cf4be8c
876, 3788, 1, Gerald, 2017-05-18T17:23:07.130Z, e0851cf4be8c
864, 3764, 1, Gerald, 2017-05-18T17:23:07.281Z, e0851cf4be8c
851, 3763, 1, Gerald, 2017-05-18T17:23:07.493Z, e0851cf4be8c
846, 3759, 1, Gerald, 2017-05-18T17:23:08.599Z, e0851cf4be8c
892, 3727, 1, Gerald, 2017-05-18T17:23:08.750Z, e0851cf4be8c
866, 3726, 1, Gerald, 2017-05-18T17:23:08.960Z, e0851cf4be8c
872, 3728, 1, Gerald, 2017-05-18T17:23:10.104Z, e0851cf4be8c
875, 3712, 1, Gerald, 2017-05-18T17:23:10.310Z, e0851cf4be8c
871, 3713, 1, Gerald, 2017-05-18T17:23:10.477Z, e0851cf4be8c
887, 3713, 1, Gerald, 2017-05-18T17:23:11.581Z, e0851cf4be8c
885, 3750, 1, Gerald, 2017-05-18T17:23:11.716Z, e0851cf4be8c
873, 3748, 1, Gerald, 2017-05-18T17:23:11.966Z, e0851cf4be8c
828, 3756, 1, Gerald, 2017-05-18T17:23:13.084Z, e0851cf4be8c
870, 3780, 1, Gerald, 2017-05-18T17:23:13.240Z, e0851cf4be8c
880, 3773, 1, Gerald, 2017-05-18T17:23:13.437Z, e0851cf4be8c
829, 3769, 1, Gerald, 2017-05-18T17:23:14.545Z, e0851cf4be8c
865, 3730, 1, Gerald, 2017-05-18T17:23:14.699Z, e0851cf4be8c
874, 3728, 1, Gerald, 2017-05-18T17:23:14.947Z, e0851cf4be8c
899, 3744, 1, Gerald, 2017-05-18T17:23:16.063Z, e0851cf4be8c
891, 3749, 1, Gerald, 2017-05-18T17:23:16.261Z, e0851cf4be8c
863, 3747, 1, Gerald, 2017-05-18T17:23:16.417Z, e0851cf4be8c
893, 3767, 1, Gerald, 2017-05-18T17:23:17.534Z, e0851cf4be8c
917, 3857, 1, Gerald, 2017-05-18T17:23:17.686Z, e0851cf4be8c
882, 3848, 1, Gerald, 2017-05-18T17:23:18.288Z, e0851cf4be8c
908, 3831, 1, Gerald, 2017-05-18T17:23:19.044Z, e0851cf4be8c
884, 3763, 1, Gerald, 2017-05-18T17:23:19.196Z, e0851cf4be8c
846, 3758, 1, Gerald, 2017-05-18T17:23:19.397Z, e0851cf4be8c
892, 3756, 1, Gerald, 2017-05-18T17:23:20.507Z, e0851cf4be8c
872, 3733, 1, Gerald, 2017-05-18T17:23:20.661Z, e0851cf4be8c
874, 3733, 1, Gerald, 2017-05-18T17:23:20.869Z, e0851cf4be8c
405, 3732, 1, Gerald, 2017-05-18T17:23:22.031Z, e0851cf4be8c
267, 3713, 1, Gerald, 2017-05-18T17:23:24.476Z, e0851cf4be8c
305, 3744, 1, Gerald, 2017-05-18T17:23:24.974Z, e0851cf4be8c
292, 3739, 1, Gerald, 2017-05-18T17:23:25.685Z, e0851cf4be8c
679, 3740, 1, Gerald, 2017-05-18T17:23:26.641Z, e0851cf4be8c
672, 3728, 1, Gerald, 2017-05-18T17:23:26.892Z, e0851cf4be8c
690, 3772, 1, Gerald, 2017-05-18T17:23:27.144Z, e0851cf4be8c
685, 3771, 1, Gerald, 2017-05-18T17:23:27.398Z, e0851cf4be8c
659, 3764, 1, Gerald, 2017-05-18T17:23:28.258Z, e0851cf4be8c
892, 3775, 1, Gerald, 2017-05-18T17:23:28.866Z, e0851cf4be8c
882, 3771, 1, Gerald, 2017-05-18T17:23:29.118Z, e0851cf4be8c
933, 3764, 1, Gerald, 2017-05-18T17:23:30.272Z, e0851cf4be8c
884, 3736, 1, Gerald, 2017-05-18T17:23:30.476Z, e0851cf4be8c
911, 3821, 1, Gerald, 2017-05-18T17:23:31.584Z, e0851cf4be8c
918, 3753, 1, Gerald, 2017-05-18T17:23:31.791Z, e0851cf4be8c
897, 3751, 1, Gerald, 2017-05-18T17:23:31.942Z, e0851cf4be8c
954, 3753, 1, Gerald, 2017-05-18T17:23:33.175Z, e0851cf4be8c
910, 3765, 1, Gerald, 2017-05-18T17:23:33.401Z, e0851cf4be8c
948, 3758, 1, Gerald, 2017-05-18T17:23:34.656Z, e0851cf4be8c
864, 3730, 1, Gerald, 2017-05-18T17:23:34.856Z, e0851cf4be8c
928, 3729, 1, Gerald, 2017-05-18T17:23:37.581Z, e0851cf4be8c
918, 3724, 1, Gerald, 2017-05-18T17:23:37.837Z, e0851cf4be8c
743, 3723, 1, Gerald, 2017-05-18T17:23:38.894Z, e0851cf4be8c
715, 3764, 1, Gerald, 2017-05-18T17:23:39.106Z, e0851cf4be8c
706, 3762, 1, Gerald, 2017-05-18T17:23:39.392Z, e0851cf4be8c
762, 3756, 1, Gerald, 2017-05-18T17:23:40.602Z, e0851cf4be8c
747, 3733, 1, Gerald, 2017-05-18T17:23:40.853Z, e0851cf4be8c
837, 3731, 1, Gerald, 2017-05-18T17:23:41.104Z, e0851cf4be8c
950, 3770, 1, Gerald, 2017-05-18T17:23:42.260Z, e0851cf4be8c
947, 3754, 1, Gerald, 2017-05-18T17:23:42.468Z, e0851cf4be8c
527, 3750, 1, Gerald, 2017-05-18T17:23:43.073Z, e0851cf4be8c
962, 3717, 1, Gerald, 2017-05-18T17:23:45.133Z, e0851cf4be8c
989, 3683, 1, Gerald, 2017-05-18T17:23:46.796Z, e0851cf4be8c
940, 3677, 1, Gerald, 2017-05-18T17:23:46.948Z, e0851cf4be8c
954, 3705, 1, Gerald, 2017-05-18T17:23:48.259Z, e0851cf4be8c
973, 3683, 1, Gerald, 2017-05-18T17:23:48.468Z, e0851cf4be8c
981, 3685, 1, Gerald, 2017-05-18T17:23:49.821Z, e0851cf4be8c
976, 3688, 1, Gerald, 2017-05-18T17:23:49.971Z, e0851cf4be8c
1014, 3691, 1, Gerald, 2017-05-18T17:23:51.290Z, e0851cf4be8c
957, 3743, 1, Gerald, 2017-05-18T17:23:51.532Z, e0851cf4be8c
958, 3740, 1, Gerald, 2017-05-18T17:23:52.819Z, e0851cf4be8c
891, 3716, 1, Gerald, 2017-05-18T17:23:57.862Z, e0851cf4be8c
935, 3713, 1, Gerald, 2017-05-18T17:24:01.550Z, e0851cf4be8c
902, 3711, 1, Gerald, 2017-05-18T17:24:01.555Z, e0851cf4be8c
977, 3710, 1, Gerald, 2017-05-18T17:24:01.555Z, e0851cf4be8c
1016, 3828, 1, Gerald, 2017-05-18T17:24:01.682Z, e0851cf4be8c
968, 3796, 1, Gerald, 2017-05-18T17:24:01.683Z, e0851cf4be8c
980, 3790, 1, Gerald, 2017-05-18T17:24:01.683Z, e0851cf4be8c
956, 3750, 1, Gerald, 2017-05-18T17:24:01.688Z, e0851cf4be8c
968, 3691, 1, Gerald, 2017-05-18T17:24:01.689Z, e0851cf4be8c
978, 3745, 1, Gerald, 2017-05-18T17:24:01.688Z, e0851cf4be8c
962, 3692, 1, Gerald, 2017-05-18T17:24:01.693Z, e0851cf4be8c
968, 3726, 1, Gerald, 2017-05-18T17:24:01.694Z, e0851cf4be8c
940, 3723, 1, Gerald, 2017-05-18T17:24:01.699Z, e0851cf4be8c
1043, 3754, 1, Gerald, 2017-05-18T17:24:02.902Z, e0851cf4be8c
1015, 3720, 1, Gerald, 2017-05-18T17:24:02.901Z, e0851cf4be8c
1009, 3746, 1, Gerald, 2017-05-18T17:24:03.382Z, e0851cf4be8c
1001, 3733, 1, Gerald, 2017-05-18T17:24:03.570Z, e0851cf4be8c
1074, 3728, 1, Gerald, 2017-05-18T17:24:04.896Z, e0851cf4be8c
1039, 3690, 1, Gerald, 2017-05-18T17:24:05.052Z, e0851cf4be8c
1063, 3691, 1, Gerald, 2017-05-18T17:24:06.348Z, e0851cf4be8c
1024, 3701, 1, Gerald, 2017-05-18T17:24:06.577Z, e0851cf4be8c
1105, 3704, 1, Gerald, 2017-05-18T17:24:07.850Z, e0851cf4be8c
1002, 3695, 1, Gerald, 2017-05-18T17:24:08.003Z, e0851cf4be8c
1054, 3695, 1, Gerald, 2017-05-18T17:24:09.333Z, e0851cf4be8c
1017, 3669, 1, Gerald, 2017-05-18T17:24:09.516Z, e0851cf4be8c
1041, 3672, 1, Gerald, 2017-05-18T17:24:10.831Z, e0851cf4be8c
991, 3665, 1, Gerald, 2017-05-18T17:24:10.984Z, e0851cf4be8c
1006, 3667, 1, Gerald, 2017-05-18T17:24:12.291Z, e0851cf4be8c
999, 3652, 1, Gerald, 2017-05-18T17:24:12.505Z, e0851cf4be8c
1048, 3685, 1, Gerald, 2017-05-18T17:24:13.813Z, e0851cf4be8c
998, 3659, 1, Gerald, 2017-05-18T17:24:13.965Z, e0851cf4be8c
993, 3664, 1, Gerald, 2017-05-18T17:24:15.272Z, e0851cf4be8c
992, 3746, 1, Gerald, 2017-05-18T17:24:15.475Z, e0851cf4be8c
337, 3739, 1, Gerald, 2017-05-18T17:24:16.639Z, e0851cf4be8c
297, 3746, 1, Gerald, 2017-05-18T17:24:17.143Z, e0851cf4be8c
